58,34,24,48,24,600,650,0
59,33,48,24,24,400,420,0
61,33,48,24,24,400,420,0
62,33,48,24,24,400,420,0
63,33,48,24,24,400,420,0
64,35,48,72,24,200,300,0
65,35,48,72,24,200,300,0
66,39,24,24,24,65,265,0
67,39,24,24,24,65,265,0
68,36,72,72,48,220,250,0
69,41,24,48,48,50,215,0
691,41,24,48,48,50,215,0
70,35,48,72,24,200,300,0
71,35,48,72,24,200,300,0
72,43,72,72,48,450,500,0
73,44,24,48,48,325,410,0
74,46,72,48,48,495,740,0
75,45,96,48,48,200,950,0
76,33,48,24,24,400,420,0
77,33,48,24,24,400,420,0
78,33,48,24,24,400,420,0
79,33,48,24,24,400,420,0
80,33,48,24,24,400,420,0
81,33,48,24,24,400,420,0
82,33,48,24,24,400,420,0
83,33,48,24,24,400,420,0
84,33,48,24,24,400,420,0
841,34,24,48,24,600,650,0
85,34,24,48,24,600,650,0
86,52,72,48,48,170,150,0
87,51,48,96,48,360,320,0
88,48,72,120,48,330,395,0
89,49,72,72,48,210,210,0
90,49,72,72,48,210,210,0
91,49,72,72,48,210,210,0
92,52,72,48,48,170,150,0
93,53,288,360,48,800,800,0
94,55,72,72,48,500,500,0
95,55,72,72,48,500,500,0
96,55,72,72,48,500,500,0
97,55,72,72,48,500,500,0
971,55,72,72,48,500,500,0
98,55,72,72,48,500,500,0
99,55,72,72,48,500,500,0
100,55,72,72,48,500,500,0
101,56,72,72,48,350,450,0
102,54,48,72,48,550,800,0
103,60,96,120,48,225,250,1
203,60,96,120,48,225,250,0
104,66,96,72,48,75,174,0
105,61,48,72,48,110,110,0
205,61,48,72,48,110,110,0
106,65,24,24,24,190,190,0
107,65,24,24,24,190,190,0
108,65,24,24,24,190,190,0
208,67,72,48,24,135,105,0
109,67,72,48,24,135,105,0
110,66,96,72,48,75,174,0
210,66,96,72,48,75,174,0
111,69,72,48,48,110,130,0
112,94,48,72,48,170,250,0
113,94,48,72,24,170,250,0
114,94,48,72,48,170,250,0
115,94,48,72,48,170,250,0
215,88,48,48,24,250,350,0
116,88,48,48,24,250,350,0
117,88,48,48,48,250,350,0
118,81,48,48,24,250,250,0
119,70,72,72,24,200,200,0
120,70,72,72,24,200,200,0
121,71,96,144,48,125,400,0
122,74,72,72,48,270,355,0
123,74,72,72,48,270,355,0
223,74,72,72,48,270,355,0
323,74,72,72,48,270,355,0
423,74,72,72,48,270,355,0
124,74,72,72,48,270,355,0
125,86,72,48,48,300,300,0
126,116,72,72,48,430,600,1
127,26,72,48,48,480,490,1
227,78,48,72,24,300,380,1
128,78,48,72,24,300,380,0
129,87,72,72,48,200,200,0
130,96,48,48,24,275,410,0
131,79,72,72,24,345,345,0
231,79,72,72,24,345,345,0
132,79,72,72,24,345,345,0
232,79,72,72,24,345,345,0
133,79,72,72,24,345,345,0
134,79,72,72,24,345,345,0
135,79,72,72,24,345,345,0
136,101,72,72,24,315,315,0
137,81,48,48,24,250,250,0
138,81,48,48,24,250,250,0
139,81,48,48,24,250,250,0
140,103,48,24,24,205,205,0
141,103,48,24,24,205,205,0
142,103,48,24,24,205,205,0
143,103,48,24,24,205,205,0
144,104,24,48,24,220,253,0
145,80,120,120,24,260,260,0
146,80,120,120,24,260,260,0
147,80,120,120,24,260,260,0
148,81,48,48,24,250,250,0
149,101,72,72,24,315,315,0
150,98,48,48,24,300,300,0
151,98,48,48,24,300,300,0
152,106,24,24,24,260,250,0
153,102,48,24,24,250,250,0
154,102,48,24,24,250,250,0
155,111,72,48,24,140,140,0
255,115,72,48,24,140,140,1
355,114,72,48,24,140,140,1
455,113,72,48,24,140,140,1
156,100,48,48,24,160,160,0
256,100,48,48,24,160,160,0
157,107,48,48,24,200,200,0
257,131,72,144,48,800,1000,0
158,131,72,144,48,800,1000,0
159,130,72,192,48,100,100,0
259,133,96,120,48,450,605,0
160,133,96,120,48,450,605,0
161,139,96,144,48,365,900,0
162,142,144,192,48,400,500,0
163,161,96,216,24,285,450,0
164,161,96,216,24,285,450,0
165,161,96,216,24,285,450,0
465,150,144,192,48,375,390,0
166,150,144,192,48,375,390,0
167,147,72,72,48,270,270,0
567,147,72,72,48,270,270,0
168,163,24,48,24,400,400,0
169,163,24,48,24,400,400,0
170,163,24,48,24,400,400,0
171,163,24,48,24,400,400,0
172,164,48,24,24,300,300,0
173,164,48,24,24,300,300,0
