86	2.97E+05	4.94E+05	3.37E+05	3.47E+04	4.46E+04																																							
87	3.94E+05	6.47E+05	6.28E+04	1.58E+03	2.04E+02																																							
88	5.08E+05	8.31E+05	3.02E+05	7.83E+04	3.60E+03																																							
89	1.98E+05	3.19E+05	8.06E+03	0	6.79E+03																																							
90	3.60E+05	5.79E+05	1.46E+05	4.22E+04	0																																							
91	1.60E+05	2.57E+05	9.47E+04	5.67E+04	0																																							
92	3.79E+05	4.78E+05	1.62E+06	6.64E+05	8.10E+04																																							
93	9.10E+04	1.16E+05	0	0	0																																							
94	1.87E+05	1.50E+05	0	0	0																																							
95	1.39E+05	1.11E+05	1.80E+05	7.57E+04	8.32E+03																																							
96	1.12E+06	8.98E+05	1.25E+06	4.44E+05	1.42E+05																																							
97	2.85E+05	2.28E+05	5.75E+04	1.38E+04	1.11E+02																																							
971	2.49E+05	1.99E+05	1.95E+05	1.45E+05	0																																							
98	2.09E+05	1.67E+05	9.17E+04	1.96E+03	5.53E+04																																							
99	3.76E+05	3.01E+05	1.26E+04	1.86E+03	0																																							
100	2.85E+05	2.28E+05	1.72E+05	9.40E+04	3.39E+03																																							
101	2.15E+05	2.24E+05	3.48E+04	0	7.53E+03																																							
102	4.83E+05	4.99E+05	3.30E+04	0	1.66E+04																																							
103	6.67E+05	6.51E+05	1.17E+03	0	0																																							
203	2.10E+05	3.50E+05	0	0	0																																							
104	3.16E+05	5.22E+05	1.17E+05	2.82E+04	0																																							
105	1.24E+05	2.17E+05	0	0	0																																							
205	2.56E+05	4.28E+05	1.04E+05	1.88E+04	1.86E+03																																							
106	2.60E+05	4.00E+05	3.89E+04	5.85E+03	0																																							
107	1.59E+06	2.45E+06	3.60E+06	1.03E+06	3.20E+05																																							
108	3.87E+05	5.97E+05	1.95E+05	0	0																																							
208	1.51E+05	2.53E+05	2.83E+03	0	0																																							
109	4.76E+04	7.95E+04	1.57E+06	1.14E+06	3.60E+05																																							
110	4.69E+05	7.75E+05	9.24E+05	7.61E+04	0																																							
210	9.42E+04	1.55E+05	3.76E+05	2.98E+04	3.43E+05																																							
111	1.23E+05	3.14E+05	6.74E+03	0	0																																							
112	1.42E+05	2.49E+05	0	0	0																																							
113	6.88E+04	1.21E+05	1.66E+06	9.68E+05	2.52E+05																																							
114	2.39E+05	4.20E+05	4.12E+05	0	0																																							
115	3.17E+05	5.56E+05	1.32E+04	3.86E+03	6.20E+03																																							
215	1.30E+05	2.02E+05	4.04E+02	0	0																																							
116	8.30E+04	1.28E+05	2.82E+06	1.38E+06	1.09E+05																																							
117	2.21E+05	3.40E+05	2.70E+04	0	1.45E+04																																							
118	1.86E+05	2.50E+05	2.24E+05	2.33E+02	2.12E+05																																							
119	3.68E+05	4.33E+05	4.85E+04	4.58E+03	3.00E+03																																							
120	3.65E+05	4.29E+05	2.44E+05	6.25E+03	1.63E+05																																							
121	3.34E+05	4.01E+05	1.76E+05	3.85E+04	9.13E+04																																							
122	4.01E+05	4.26E+05	4.86E+04	3.96E+03	2.91E+03																																							
123	1.49E+05	1.58E+05	2.88E+04	0	2.31E+04																																							
223	1.29E+05	1.37E+05	4.62E+04	0	1.79E+04																																							
323	8.15E+04	8.60E+04	2.13E+05	0	2.13E+05																																							
423	4.05E+05	4.30E+05	1.96E+05	1.11E+05	8.15E+04																																							
124	4.78E+05	5.07E+05	4.96E+05	5.19E+04	7.96E+04																																							
125	2.59E+05	3.02E+05	0	0	0																																							
126	2.23E+05	2.60E+05	0	0	0																																							
127	1.17E+05	2.53E+05	4.08E+03	0	4.08E+03																																							
227	7.76E+04	1.68E+05	0	0	0																																							
128	2.45E+05	4.53E+05	2.36E+06	1.87E+04	1.58E+05																																							
129	2.43E+05	3.38E+05	4.66E+03	1.91E+03	2.75E+03																																							
130	3.53E+04	9.30E+04	1.83E+06	3.76E+05	3.50E+04																																							
131	4.22E+04	4.23E+04	5.64E+04	0	0																																							
231	1.33E+05	1.34E+05	1.24E+04	0	1.24E+04																																							
132	5.21E+05	5.23E+05	6.07E+05	3.63E+04	5.70E+05																																							
232	1.21E+05	1.21E+05	1.85E+04	1.40E+04	4.53E+03																																							
133	1.61E+05	1.62E+05	7.01E+04	2.05E+03	1.06E+04																																							
134	3.21E+05	3.22E+05	3.67E+04	3.13E+03	1.89E+04																																							
135	5.57E+05	5.59E+05	2.83E+05	4.55E+04	4.06E+04																																							
136	2.98E+05	4.57E+05	1.20E+05	7.56E+02	5.64E+04																																							
137	4.57E+05	6.13E+05	2.08E+05	6.82E+04	1.04E+05																																							
138	5.89E+05	7.91E+05	1.97E+06	3.10E+05	9.39E+05																																							
139	1.24E+05	1.66E+05	3.99E+06	2.28E+06	5.50E+04																																							
140	9.62E+05	1.34E+06	7.69E+05	2.97E+05	1.05E+05																																							
141	3.56E+05	4.95E+05	3.19E+05	3.00E+04	9.51E+03																																							
142	4.83E+05	6.72E+05	2.45E+05	0	0																																							
143	1.10E+05	1.53E+05	2.46E+04	1.04E+04	4.18E+03																																							
144	5.61E+04	7.80E+04	1.78E+03	0	0																																							
145	8.58E+04	1.31E+05	1.34E+06	1.73E+04	1.31E+06																																							
146	7.48E+04	1.15E+05	4.46E+04	1.57E+04	0																																							
147	1.11E+05	1.71E+05	2.25E+04	0	6.54E+03																																							
148	1.12E+05	1.51E+05	3.59E+02	0	0																																							
149	7.01E+05	9.77E+05	1.61E+06	1.10E+05	4.34E+05																																							
150	3.22E+05	4.48E+05	2.37E+04	0	0																																							
151	1.80E+06	2.50E+06	2.10E+06	2.35E+05	1.09E+06																																							
152	2.37E+06	3.29E+06	4.02E+06	5.84E+05	6.24E+05																																							
153	6.25E+05	8.68E+05	1.91E+06	1.08E+06	5.05E+05																																							
154	1.40E+06	1.94E+06	1.01E+06	1.70E+05	1.75E+05																																							
155	6.11E+05	8.50E+05	1.08E+05	4.17E+03	9.80E+03																																							
255	1.54E+05	2.14E+05	1.83E+03	0	1.83E+03																																							
355	1.15E+05	1.60E+05	0	0	0																																							
455	4.18E+04	5.82E+04	0	0	0																																							
156	1.24E+05	1.73E+05	5.13E+02	0	0																																							
256	1.03E+05	1.43E+05	1.98E+04	0	0																																							
157	1.41E+05	1.95E+05	9.15E+02	9.15E+02	0																																							
257	1.25E+05	1.93E+05	2.83E+04	4.03E+02	2.55E+03																																							
158	2.93E+05	5.07E+05	7.06E+03	0	0																																							
159	1.15E+05	4.26E+05	5.93E+03	4.06E+02	0																																							
259	2.57E+04	9.55E+04	2.42E+05	0	2.33E+05																																							
160	2.13E+05	1.05E+06	2.98E+04	4.53E+03	5.87E+03																																							
161	9.58E+04	2.46E+05	7.21E+04	2.62E+04	0																																							
162	2.04E+04	1.98E+05	1.44E+04	0	0																																							
163	1.45E+05	2.10E+05	7.52E+04	1.88E+04	1.02E+04																																							
164	1.75E+05	2.53E+05	2.36E+05	4.42E+04	1.85E+05																																							
165	5.56E+05	8.05E+05	2.07E+05	5.16E+04	7.23E+04																																							
465	6.30E+04	2.22E+05	5.06E+04	0	5.06E+04																																							
166	1.41E+05	4.84E+05	1.63E+03	4.44E+02	1.19E+03																																							
167	1.27E+05	5.83E+05	2.15E+04	0	0																																							
567	9.01E+04	1.80E+05	6.66E+04	1.04E+04	5.62E+04																																							
168	2.62E+05	5.25E+05	2.15E+04	4.77E+02	9.93E+03																																							
169	5.14E+05	1.03E+06	9.85E+04	4.57E+03	4.13E+04																																							
170	5.60E+05	1.12E+06	8.74E+04	1.43E+03	1.03E+04																																							
171	1.49E+05	2.99E+05	0	0	0																																							
172	3.35E+05	3.09E+05	5.44E+04	1.00E+04	2.50E+04																																							
173	4.36E+05	4.02E+05	8.88E+04	5.66E+04	5.43E+03																																							
