96,55,72,72,48,500,500,0,3053318
97,55,72,72,48,500,500,0,710211
971,55,72,72,48,500,500,0,910294.2857
98,55,72,72,48,500,500,0,727482
99,55,72,72,48,500,500,0,1992105
100,55,72,72,48,500,500,0,679391
101,56,72,72,48,350,450,0,636635
102,54,48,72,48,550,800,0,4754737
103,60,96,120,48,225,250,0,1259148
203,60,96,120,48,225,250,0,1714285.714
104,66,96,72,48,75,174,0,2554600
105,61,48,72,48,110,110,0,443930
205,61,48,72,48,110,110,0,1894787.143
106,65,24,24,24,190,190,0,555382
107,65,24,24,24,190,190,0,13837308
108,65,24,24,24,190,190,0,4040933
208,67,72,48,24,135,105,0,1179541.429
109,67,72,48,24,135,105,0,1291338
110,66,96,72,48,75,174,0,4692207
210,66,96,72,48,75,174,0,3288571.429
111,69,72,48,48,110,130,0,853323
112,94,48,72,48,170,250,0,686894
113,94,48,72,24,170,250,0,4586025
114,94,48,72,48,170,250,0,674956
115,94,48,72,48,170,250,0,481854
215,88,48,48,24,250,350,0,1042857.143
116,88,48,48,24,250,350,0,12670506
117,88,48,48,48,250,350,0,381791
118,81,48,48,24,250,250,0,561727
119,70,72,72,24,200,200,0,1180132
120,70,72,72,24,200,200,0,1185719
121,71,96,144,48,125,400,0,1190585
122,74,72,72,48,270,355,0,1395208
123,74,72,72,48,270,355,0,564288
223,74,72,72,48,270,355,0,750000
323,74,72,72,48,270,355,0,1596784.286
423,74,72,72,48,270,355,0,2274787.143
124,74,72,72,48,270,355,0,2360717
125,86,72,48,48,300,300,0,611905
126,116,72,72,48,430,600,0,1150967
127,26,72,48,48,480,490,0,355870
128,78,48,72,24,300,380,0,2950906
129,87,72,72,48,200,200,0,688696
130,96,48,48,24,275,410,0,3884048
131,79,72,72,24,345,345,0,866779
231,79,72,72,24,345,345,0,902857.1429
132,79,72,72,24,345,345,0,16990043
232,79,72,72,24,345,345,0,804285.7143
133,79,72,72,24,345,345,0,522789
134,79,72,72,24,345,345,0,1296275
135,79,72,72,24,345,345,0,1792004
136,101,72,72,24,315,315,0,4239981
137,81,48,48,24,250,250,0,1768170
138,81,48,48,24,250,250,0,3387060
139,81,48,48,24,250,250,0,2018391
140,103,48,24,24,205,205,0,2366039
141,103,48,24,24,205,205,0,746803
142,103,48,24,24,205,205,0,1071961
143,103,48,24,24,205,205,0,269494
144,104,24,48,24,220,253,0,50455
145,80,120,120,24,260,260,0,2570409
146,80,120,120,24,260,260,0,897642
147,80,120,120,24,260,260,0,112311
148,81,48,48,24,250,250,0,434407
149,101,72,72,24,315,315,0,2740313
150,98,48,48,24,300,300,0,450425
151,98,48,48,24,300,300,0,10112097
152,106,24,24,24,260,250,0,10402500
153,102,48,24,24,250,250,0,4815240
154,102,48,24,24,250,250,0,7596023
155,111,72,48,24,140,140,0,992801
255,111,72,48,24,140,140,0,318571.4286
156,100,48,48,24,160,160,0,283280
256,100,48,48,24,160,160,0,728571.4286
157,107,48,48,24,200,200,0,620619
257,131,72,144,48,800,1000,0,912857.1429
158,131,72,144,48,800,1000,0,1213646
159,130,72,192,48,100,100,0,1174681
259,133,96,120,48,450,605,0,2000000
160,133,96,120,48,450,605,0,6985460
161,139,96,144,48,365,900,0,553941
162,142,144,192,48,400,500,0,1032261
163,161,96,216,24,285,450,0,723339
164,161,96,216,24,285,450,0,527189
165,161,96,216,24,285,450,0,3380294
465,150,144,192,48,375,390,0,519784.8748
166,150,144,192,48,375,390,0,642899
167,147,72,72,48,270,270,0,1304215
567,147,72,72,48,270,270,0,89647.44648
168,163,24,48,24,400,400,0,1285260
169,163,24,48,24,400,400,0,1166419
170,163,24,48,24,400,400,0,1083504
171,163,24,48,24,400,400,0,725631
172,164,48,24,24,300,300,0,687820
173,164,48,24,24,300,300,0,1039842
